日期,主题,标的,方向,原文定位,关键催化,参考材料,当前位置判断,交易表达,风险点,交易提示,下次复盘日期,备注
2026-07-01,奕东电子液冷CAGE和铜连接器更新,奕东电子,液冷CAGE/铜连接器/GPU冷板代工,"圈内称1.6T光模块液冷CAGE空间2027年有望550-600万套、130亿元，对应约25亿元利润，公司30%份额新增7亿利润；另有铜连接器和GPU冷板代工","1.6T光模块；液冷CAGE；铜连接器；Rubin无线缆方案；GPU冷板/分水器","公司公告；投资者关系记录；客户认证；订单；收入分项；毛利率；产能","延续Rubin全液冷和液冷CAGE台账，新增空间测算和铜连接器线索",高位多看图；趋势保持留,"空间测算偏乐观；份额未确认；客户导入慢；CAGE供应商扩散；高位回撤",趋势未破时跟踪量价,2026-08-31,"需验证1.6T液冷CAGE真实出货和铜连接器进入等CPC连接器模组供应"
2026-07-01,江丰鼎龙材料龙头高位再定价,江丰电子/鼎龙股份,靶材/CMP/光刻胶/先进封装材料,"圈内称两家半导体材料龙头持续演绎对日替代、自主可控和先进制程扩产材料消耗通胀逻辑，均站上千亿市值","靶材涨价；CMP材料；光刻胶；先进封装材料；多重曝光；先进制程扩产","公司公告；财报；订单；客户认证；材料价格；收入分项；毛利率；中报预告","材料平台逻辑延续，但高位阶段重点看业绩兑现而非市值叙事",高位多看图；趋势保持留,"千亿叙事透支；订单不及预期；材料价格回落；毛利率不兑现；高位回撤",趋势未破时跟踪量价,2026-08-31,"与6月江丰靶材和鼎龙CMP台账合并观察"
2026-07-01,富创精密减持后的趋势纪律,富创精密,半导体设备零部件/股东减持/高位风控,"成员提及富创精密发布股份减持公告，圈内回复认为长期看好和短期操作不矛盾，涨多后可减仓增厚安全垫","股东减持；询价转让；高位趋势；半导体零部件龙头；订单兑现","减持公告；询价转让公告；公司财报；订单；合同负债；海外收入；5日线/10日线","减持不直接证伪零部件逻辑，但短期交易风险上升",趋势破位走；止盈止损,"减持冲击情绪；高位回撤；估值提前反映；业绩不及预期；趋势破位",条件式退出或利润保护,2026-07-31,"需补核减持主体、规模、方式和时间窗口"
2026-07-01,润建股份Token工厂会议更新,润建股份,Token工厂/AIDC/算力运营,"截图称公司算力业务将从算力租赁升级为Token工厂，2026年计划落地4个万卡集群、2027年再落地4个，已与火山引擎签约引入Seedance 2.0，手授信近400亿","Token工厂；火山引擎；Seedance 2.0；万卡集群；分成模式；授信和公司债","公司公告；火山引擎公告；项目备案；能评环评；设备采购；授信公告；债券发行文件；财报收入确认","延续5月以来高优先级Token工厂线索，会议口径仍需公告和项目证据",高位多看图；趋势保持留,"合作未公告；万卡集群落地慢；单价下降；利用率不足；融资和折旧压力；卡源合规",趋势未破时跟踪量价,2026-08-31,"重点核验合作主体、收入确认、集群投产和现金/债务情况"
2026-07-01,DeepSeek V4与国产算力催化,DeepSeek/国产算力链/Token工厂,AI模型服务/API价格/国产算力需求,"图片称DeepSeek V4正式版7月中旬上线并调价，国产算力催化接踵而至；公开报道可支持V4预览版和Pro/Flash低价线索，但截图细节仍待核","DeepSeek V4；API价格；国产算力适配；Token调用量；模型降价；云厂CAPEX","DeepSeek官方文档；公司公告；云厂价格页；国产芯片适配公告；调用量数据；财报CAPEX","模型低价和国产算力叙事可部分验证，正式版时间和峰谷人民币定价仍待确认",趋势破位走；止盈止损,"降价压缩Token工厂收入；调用量不及预期；国产卡交付慢；模型发布延期；价格截图失真",条件式退出或利润保护,2026-08-15,"需以DeepSeek官方文档和价格页为准，截图仅作线索"
2026-06-23,功率半导体涨价与成熟制程扩散,新洁能/扬杰科技/华润微/晶合集成/燕东微,功率半导体/成熟制程/晶圆代工,"圈内称英飞凌7月第二轮涨价，碳化硅和AI电源器件最高涨20%，国内新洁能和扬杰科技跟随涨价，并向二线晶圆厂传导","英飞凌涨价；AI电源；汽车功率器件；成熟制程产能；国产先进制程配套扩散","英飞凌公告或报价；公司公告；涨价函；客户报价；ASP；产能利用率；毛利率；财报电话会","从先进制程涨价向成熟制程和功率半导体扩散，仍需价格和毛利率验证",提示机会；观察催化,"涨价口径不明；需求恢复不及预期；车规客户压价；成熟制程供给释放；燕东微资产边界；估值提前反映",提示机会，观察事件催化,2026-08-31,"新建2026-06-23至06-26复盘；不得把圈内涨价转述直接当作公司业绩"
2026-06-24,茂莱光学Onto与CPO光波导检测再强化,茂莱光学,半导体量检测光学/光通信/CPO检测,"圈内称Onto将成第一大客户，G5机型在台积电验证突出，2027年要求供货15亿元；光通信覆盖Taara、康宁/Lumentum器件和CPO光波导检测","Onto订单；台积电验证；Google Taara；康宁/Lumentum；CPO光波导检测；泰国产能","公司公告；投资者关系记录；客户侧资料；订单；合同负债；收入分项；泰国基地进度；毛利率","承接6月3日和6月16日茂莱台账，新增Onto供货目标和CPO检测验证",高位多看图；趋势保持留,"客户和金额未披露；CPO量产延期；泰国产能爬坡慢；询价转让或扩产费用扰动；估值提前反映；趋势破位",趋势未破时跟踪量价,2026-08-31,"市值目标不纳入结论，重点核验2026年年报是否单列光通信收入"
2026-06-25,量检测设备链订单再强化,精测电子/中科飞测/埃科光电/茂莱光学,半导体量检测/明场暗场/工业相机/光学子系统,"圈内称精测电子明场设备签单1.35亿元，中科飞测明场暗场套刻无图形等全品类通关，埃科光电为量检测相机核心供应商，茂莱在BOM中价值量高","先进制程明场订单；存储客户重复订单；暗场订单；国产相机；光学模组；先进封装星辰","公司公告；订单；招投标；客户验证；收入分项；合同负债；毛利率；湖北星辰融资和产能","量检测国产替代进入订单验证期，但客户、节点和份额均待核",低位多看逻辑,"客户未披露；订单持续性不足；估值提前反映；技术验证失败；收入确认滞后；高位回撤",低位关注产业逻辑和基本面,2026-08-31,"新增精测电子和中科飞测全品类量检测验证，埃科光电承接5月25日相机台账"
2026-06-25,汇成真空主业光通信TGV光刻多线更新,汇成真空,真空镀膜/光通信/TGV/光刻机设备,"圈内称苹果链主业反转、光通信镀膜设备进入近千亿市场、TGV PVD为核心瓶颈、光刻机镀膜设备继续拿量产订单","消费电子PVD；光器件镀膜；光芯片镀膜；TGV深孔PVD；光刻机镀膜；客户订单","公司公告；客户验收；订单；招投标；合同负债；收入确认；财报收入分项；毛利率","多业务线逻辑密集，但当前最重要是订单和验收而非市场空间测算",高位多看图；趋势保持留,"多线推进分散；客户未披露；设备验收慢；收入确认滞后；利润测算激进；估值提前反映",趋势未破时跟踪量价,2026-08-31,"承接6月3日和6月18日汇成台账，新增光通信设备和2027-2028利润测算验证"
2026-06-26,新莱应材阀门洁净管路与液冷更新,新莱应材,半导体设备零部件/洁净管路/阀门/液冷,"圈内称中微CKD和富士金供应紧张，新莱进入验证；ALD阀开发成功，海外前二设备厂认证，液冷样品送英伟达","中微验证；长存测试；ALD阀；洁净室管路；海力士供应链；海外设备厂一级供应商；CDU/manifold/UQD","公司公告；投资者关系记录；客户认证；订单；收入分项；毛利率；海外收入；液冷样品测试结果","新莱从概念映射转向零部件和液冷订单验证，需拆分半导体和液冷收入贡献",低位多看逻辑,"客户认证不等于批量；液冷样品可能失败；业务占比和利润率不清；估值提前反映；高位回撤",低位关注产业逻辑和基本面,2026-08-31,"与6月18零部件涨价主线合并观察，重点看Q2-Q3合同负债和半导体收入"
2026-06-24,国产AI芯片和服务器电源线索,中国长城/飞腾,AI芯片/CPU/GPU/服务器电源,"圈内称飞腾A1000智算芯片亮相，中国长城形成CPU+GPU+电源三剑齐发，并可能受益国内超节点服务器电源放量","飞腾A1000；腾云S5000C-E；SPEC Cloud IaaS纪录；服务器电源；国内超节点","飞腾官方资料；SPEC官网；中国长城公告；股权关系；电源订单；客户验证；收入分项","国产AI芯片新线索，需严格区分飞腾资产边界和上市公司利润贡献",提示机会；观察催化,"飞腾权益贡献不清；电源业务毛利低；芯片量产不及预期；客户未披露；主题交易过热",提示机会，观察事件催化,2026-08-31,"不直接按GPU估值，先核飞腾A1000和电源订单"
2026-06-25,芯原股份订单与AI ASIC再强化,芯原股份,AI ASIC/IP/芯片设计服务,"圈内称4月新签订单31.07亿元且5月单月订单60亿元，并提到与三星合作海南fab厂等线索","AI ASIC订单；字节火山云论坛；三星合作；Q2收入爆发；订单转收入","公司公告；定期报告；订单结构；客户合同；收入确认；投资者关系记录；合作公告","延续5月10日芯原台账，新增4-5月订单和合作线索，仍需公告核验",提示机会；观察催化,"订单取消或延期；亏损持续；先进制程资源受限；客户集中；收入确认慢；估值提前反映",提示机会，观察事件催化,2026-08-31,"重点验证订单是否为正式披露以及一年内转化率"
2026-06-24,利和兴MLCC涨价与产能线索,利和兴,MLCC/光储检测设备/半导体设备零部件,"圈内称公司M1CC业务涨价释放利润，江门和九江合计产能扩张，高容产品价格大涨，同时提示主营仍非MLCC","MLCC涨价；0603/104/105/106规格；江门产能；九江产能；AI服务器方向；光储检测设备改善","公司公告；财报收入分项；客户订单；价格；产能投产；毛利率；主营业务占比","承接5月MLCC台账，新增公司个股更新但业务占比需重点核",趋势破位走；止盈止损,"MLCC业务占比低；主营改善不确定；价格口径待核；扩产消化风险；概念叠加后回撤",条件式退出或利润保护,2026-08-31,"按弹性线索处理，不把MLCC涨价直接等同公司利润爆发"
2026-06-26,算力租赁会议新变化,宏景科技/协创数据/利通电子/盈峰环境/智微智能/赛意信息/盛视科技,算力租赁/高端卡/Token运营,"会议称BIS政策对头部算租公司机遇大于挑战，高端卡现货上涨20-30%，租赁价格和交付周期验证卖方市场，Token运营仍早期","BIS限制；卡源渠道；现货卡涨价；租赁价格；三年回本合同；Q2中报；Token分成","BIS文件；公司公告；客户合同；服务器到货；租赁价格；利用率；财报；现金流","承接6月23算力租赁Q2验证，新增政策误读修正和Token运营模式辨析",高位多看图；趋势保持留,"卡源合规风险；租金回落；客户违约；折旧和融资压力；Token分成不稳定；高位回撤",趋势未破时跟踪量价,2026-08-31,"短期更看传统签约制算租业绩，Token运营需单独验证"
